1.000000000000000000e+00,9.531737978131675781e-01,8.759818836206870740e-01,7.128158391348511369e-01,4.979993749640939660e-01,2.587170327282710125e-01,8.117322797253744004e-02,0.000000000000000000e+00,8.749896990132245700e-02,2.135230298409449834e-01,3.200852194899490577e-01,4.011471362762365489e-01,4.009807003262359504e-01
4.673475449604184151e-01,8.165739564954727081e-01,1.000000000000000000e+00,7.269863230316627734e-01,3.814330723525732325e-01,3.665409665599762834e-02,3.876577070474737652e-02,2.369948681536198920e-01,5.372649847210891894e-01,6.893133060751083230e-01,5.954209718366270110e-01,2.847049632754661830e-01,0.000000000000000000e+00
7.299314032809474107e-01,9.409856081076530820e-01,1.000000000000000000e+00,6.820854827750737481e-01,3.637924965983581060e-01,4.327942427429336963e-02,0.000000000000000000e+00,1.927827637639158154e-01,5.224297556650023822e-01,6.499995760408593393e-01,5.909224961288270794e-01,3.501758309178444328e-01,7.291163732755699678e-02
5.669075508010043007e-01,7.834941768807976992e-01,1.000000000000000000e+00,7.228284529839068551e-01,3.475818328290297687e-01,0.000000000000000000e+00,3.624281662938941273e-02,2.172245188260730764e-01,5.126969461275153739e-01,6.016196565572164978e-01,4.915967638058520994e-01,2.523860379497191997e-01,1.186426249042656367e-01
5.326131194305394612e-01,7.591700290462821687e-01,1.000000000000000000e+00,8.918635626528802485e-01,6.549437921454682732e-01,3.505967285870248973e-01,2.037121063484426398e-01,2.299300755230595794e-01,3.376861943062194338e-01,4.161788878347940646e-01,3.480230054687574737e-01,1.453411184227875741e-01,0.000000000000000000e+00
6.613540657345727825e-01,8.774678460973498462e-01,1.000000000000000000e+00,7.490192302245697320e-01,4.466160435230209225e-01,1.084310190896648207e-01,0.000000000000000000e+00,9.574328821293497105e-02,2.966908312137508386e-01,4.944816495504622544e-01,5.887595510262706444e-01,5.970799117257850064e-01,4.179610035228277787e-01
6.930861560304182323e-01,8.759919415040811064e-01,1.000000000000000000e+00,6.963154356381008325e-01,3.508414761770217161e-01,0.000000000000000000e+00,1.693693054828788666e-02,2.312833701310594292e-01,5.957487883381789029e-01,7.611133934601951312e-01,7.170722685898192061e-01,3.914361395399098553e-01,9.073563985572968837e-02
7.861675865713754208e-01,9.354365496880668873e-01,1.000000000000000000e+00,7.273091465284478030e-01,4.465695115243549784e-01,1.386303954697696850e-01,0.000000000000000000e+00,1.659085733354376951e-02,2.006135986389739334e-01,3.951651120680060303e-01,5.025525392044933870e-01,5.146411102602229670e-01,4.071279592955526772e-01
7.240821243694995912e-01,8.814889161332732925e-01,1.000000000000000000e+00,7.884011681380865832e-01,5.243348374319605210e-01,1.833363746444359177e-01,0.000000000000000000e+00,2.970308850677085694e-02,2.880890973498105301e-01,5.809234735272685857e-01,7.238525905577476438e-01,7.400531719748238979e-01,4.892733597157532532e-01
7.167794448605969704e-01,9.038884157331569247e-01,1.000000000000000000e+00,6.917451695222034402e-01,3.829126900081929463e-01,4.129574979492550701e-02,0.000000000000000000e+00,1.543142338129265545e-01,4.691092514905079169e-01,6.930435034445632247e-01,7.128833657895231601e-01,5.262031990983523366e-01,1.991093844531166834e-01
