2.694652111239332348e-01,3.058598748741968576e-01,4.629706338981060543e-01,6.883683707465988455e-01,7.107131789775235076e-01,4.034756485967236905e-01,9.477330667554789700e-02,0.000000000000000000e+00,2.015850673403554449e-01,5.501438369810266460e-01,8.093663596885106726e-01,1.000000000000000000e+00,8.542318780445437021e-01
7.983274864831134063e-03,0.000000000000000000e+00,3.308286684147441759e-01,6.897289750016317722e-01,8.111074012714990511e-01,7.067287473478227611e-01,4.435349104883469229e-01,2.274827614347064986e-01,2.098814041205482595e-01,4.477943448504027035e-01,7.287649491484992081e-01,1.000000000000000000e+00,9.838290371549336388e-01
0.000000000000000000e+00,8.640121447842563640e-02,4.742475445659073974e-01,8.636147864530601126e-01,1.000000000000000000e+00,9.317028196342834745e-01,6.637152521446665343e-01,4.580630209195856728e-01,3.605250206782856237e-01,5.386711363599978597e-01,7.407420388824845769e-01,9.919651028244945712e-01,9.167507406799706438e-01
0.000000000000000000e+00,4.039529937869665299e-02,3.473623431791045268e-01,8.149815860030744652e-01,9.967275071037613454e-01,8.979877189275627947e-01,6.073536500828156104e-01,4.556906539611466078e-01,4.535125653188311068e-01,6.841867954093201476e-01,8.765213055271928733e-01,1.000000000000000000e+00,8.914248190804417993e-01
0.000000000000000000e+00,5.028649802651298344e-03,7.661427640938388295e-02,1.711190322870119462e-01,2.381132715502480013e-01,2.341613284753011337e-01,2.100977835488649637e-01,2.164241554512280619e-01,3.199091979737530567e-01,5.578885119589429564e-01,7.781897566981581527e-01,9.814833837157916907e-01,1.000000000000000000e+00
3.015169995499145106e-01,5.022192834950669482e-01,8.981386961826506310e-01,9.216004541073805623e-01,7.132750098381085424e-01,3.292463962735041605e-01,2.826400880958266498e-02,0.000000000000000000e+00,3.008684561170174021e-01,5.884378560334194708e-01,8.002864712508467315e-01,1.000000000000000000e+00,8.708359627016353244e-01
0.000000000000000000e+00,9.923118302427541559e-02,4.771290581532607322e-01,8.724064635500867748e-01,1.000000000000000000e+00,8.225265847729130719e-01,4.606095527751604135e-01,2.472254644896252351e-01,2.276480509700867239e-01,4.920001633105963723e-01,7.657229125226567845e-01,9.998715069595655036e-01,9.244112390715277794e-01
4.157225679153208064e-01,5.055551071151258569e-01,6.647228934036208958e-01,5.467390180400155675e-01,3.252517191326326218e-01,5.645046559905814165e-02,0.000000000000000000e+00,9.312105388451427657e-02,3.175976043636482560e-01,6.739780350636515038e-01,8.841966720410650016e-01,1.000000000000000000e+00,8.750177515178699794e-01
4.119260083357438318e-01,5.440312210196546205e-01,7.796015940720091297e-01,7.536464477574913445e-01,5.918345882448863282e-01,2.971476992542025908e-01,5.175641344401112759e-02,0.000000000000000000e+00,1.852227765335731635e-01,5.563056591594940370e-01,8.099207951211412349e-01,1.000000000000000000e+00,8.897064418144333686e-01
0.000000000000000000e+00,1.686731631865237002e-01,6.664953250310278188e-01,9.729072341524089840e-01,1.000000000000000000e+00,7.399111894106769061e-01,3.651224009025847983e-01,1.613839087556085683e-01,1.974746332804630800e-01,4.487428454419569168e-01,6.869571782285041062e-01,9.282569251778037822e-01,8.813420735833692454e-01
